Date,USD (AM),USD (PM),GBP (AM),GBP (PM),EURO (AM),EURO (PM)
2002-10-11,317.1,316.85,202.905,203.109,321.277,321.577
2002-10-14,318.0,317.75,203.52,203.686,321.7,322.033
2002-10-15,317.5,316.2,204.812,203.462,323.057,322.324
2002-10-16,314.0,314.05,202.32,202.026,319.886,319.807
2002-10-17,312.8,310.75,201.222,200.019,320.065,319.176
2002-10-18,312.45,312.75,201.945,201.865,321.186,321.165
2002-10-21,313.4,312.6,202.259,202.134,321.37,320.78
2002-10-22,311.65,312.55,201.546,201.997,319.543,319.744
2002-10-23,313.4,312.1,202.324,201.797,320.286,320.004
2002-10-24,311.1,311.75,201.229,201.48,319.241,320.138
2002-10-25,312.3,313.0,201.03,201.351,319.488,320.664
2002-10-28,313.3,314.45,202.652,202.727,321.432,321.524
2002-10-29,316.35,317.15,202.879,203.536,321.331,322.307
2002-10-30,316.8,316.55,203.403,203.216,322.279,321.893
2002-10-31,316.35,316.9,202.723,202.959,320.517,320.944
2002-11-01,318.75,319.85,203.674,204.534,321.385,320.33
2002-11-04,317.2,317.55,203.725,204.409,318.794,319.403
2002-11-05,318.9,318.5,203.796,203.579,318.136,317.928
2002-11-06,317.5,317.3,203.682,203.619,318.615,318.478
2002-11-07,319.7,319.25,204.177,202.686,318.807,317.82
2002-11-08,322.55,321.7,203.63,202.863,319.198,318.578
2002-11-11,321.1,320.7,201.772,201.508,316.511,316.803
2002-11-12,321.9,321.75,202.198,202.588,317.926,318.533
2002-11-13,323.2,324.0,203.526,203.838,320.794,321.269
2002-11-14,318.6,318.6,200.693,201.276,316.542,316.857
2002-11-15,318.5,319.1,201.774,202.629,317.484,318.082
2002-11-18,319.8,318.75,202.277,201.651,316.853,316.44
2002-11-19,319.8,319.7,201.297,201.069,315.914,316.065
2002-11-20,319.0,318.85,202.54,202.444,318.618,317.738
2002-11-21,318.4,317.65,202.249,201.082,317.543,317.46
2002-11-22,318.2,317.7,201.138,200.632,317.248,317.256
2002-11-25,319.5,317.45,203.141,202.934,321.17,320.398
2002-11-26,318.0,317.5,203.585,203.722,320.888,320.448
2002-11-27,318.2,317.85,205.224,205.462,320.766,320.899
2002-11-28,317.3,317.6,204.446,204.507,319.537,319.356
2002-11-29,318.25,319.05,205.164,205.085,320.429,320.976
2002-12-02,317.3,316.45,203.855,204.161,319.698,320.002
2002-12-03,317.7,319.7,203.289,204.112,318.944,320.405
2002-12-04,320.7,322.1,203.878,204.807,320.22,322.003
2002-12-05,322.1,322.45,205.225,205.186,322.358,322.353
2002-12-06,325.3,325.75,207.066,206.76,324.975,323.165
2002-12-09,325.3,325.1,206.278,206.086,322.079,322.36
2002-12-10,325.95,323.1,206.011,205.534,321.672,320.25
2002-12-11,323.75,324.25,205.856,206.004,320.862,321.517
2002-12-12,326.15,326.4,206.555,207.172,321.488,321.767
2002-12-13,333.5,332.2,209.841,209.102,325.429,324.604
2002-12-16,332.9,333.0,209.569,209.46,325.578,326.183
2002-12-17,341.0,339.0,213.125,211.981,330.426,328.616
2002-12-18,337.05,338.0,210.854,211.184,328.189,329.37
2002-12-19,345.75,345.0,215.461,215.477,336.66,336.914
2002-12-20,343.1,341.6,213.969,213.034,334.405,332.716
2002-12-23,343.9,343.95,214.401,215.643,333.624,334.419
2002-12-24,345.0,,216.641,,335.114,
2002-12-27,348.3,349.3,217.484,218.108,335.549,336.351
2002-12-30,348.5,347.2,217.405,216.432,334.228,332.599
2002-12-31,342.75,,212.822,,326.74,
2003-01-02,342.2,343.8,212.877,214.674,326.527,329.942
2003-01-03,344.0,344.5,215.715,215.447,331.088,331.569
2003-01-06,356.1,351.75,220.837,218.248,339.952,335.864
2003-01-07,348.7,349.0,217.299,217.337,334.966,334.612
2003-01-08,346.75,349.75,216.583,218.73,333.093,336.784
2003-01-09,354.6,352.4,220.248,219.427,337.233,336.324
2003-01-10,353.15,353.0,219.621,219.323,335.854,334.439
2003-01-13,352.35,352.55,219.738,219.794,334.139,334.71
2003-01-14,353.75,353.1,220.09,219.385,334.042,333.648
2003-01-15,351.9,351.0,220.006,218.869,334.188,331.664
2003-01-16,350.85,352.3,218.625,219.57,331.616,333.46
2003-01-17,358.2,357.0,221.494,220.848,336.117,334.897
2003-01-20,355.8,355.85,220.911,221.3,333.771,333.599
2003-01-21,355.55,353.8,221.32,220.066,333.85,332.082
2003-01-22,359.25,358.5,222.929,222.353,335.497,334.765
2003-01-23,363.3,364.7,223.983,224.707,337.859,339.193
2003-01-24,364.1,366.0,223.21,224.609,337.912,338.826
2003-01-27,370.8,368.5,226.567,225.949,340.809,341.046
2003-01-28,366.45,368.4,224.197,224.634,339.149,340.26
2003-01-29,369.85,369.9,224.614,224.549,339.936,340.576
2003-01-30,363.0,367.6,221.005,223.194,337.894,341.826
2003-01-31,370.35,367.5,224.115,223.269,342.409,341.543
2003-02-03,369.0,369.5,225.11,225.649,344.249,344.265
2003-02-04,374.85,376.55,227.9,228.517,346.794,346.731
2003-02-05,385.0,382.1,233.009,231.786,352.564,351.518
2003-02-06,372.5,375.8,226.485,229.37,344.748,346.871
2003-02-07,370.55,373.25,227.653,228.567,344.377,344.645
2003-02-10,371.75,370.5,227.718,227.231,343.577,343.979
2003-02-11,362.15,364.0,223.757,224.969,339.092,339.394
2003-02-12,363.15,356.3,224.347,220.688,337.406,332.462
2003-02-13,354.25,352.8,218.74,217.469,328.465,326.364
2003-02-14,356.25,354.25,220.22,219.418,329.556,328.222
2003-02-17,346.55,347.0,216.526,216.807,323.425,323.031
2003-02-18,347.0,344.1,217.079,216.333,323.543,321.289
2003-02-19,347.2,346.0,217.858,216.969,323.881,322.611
2003-02-20,351.1,351.55,219.781,220.56,325.998,325.962
2003-02-21,354.0,352.3,221.874,220.947,326.568,325.872
2003-02-24,352.9,355.2,223.425,224.455,328.126,330.173
2003-02-25,359.1,357.6,226.848,226.76,332.654,330.438
2003-02-26,352.55,351.9,223.841,222.722,327.649,326.741
2003-02-27,354.0,351.25,223.471,222.521,327.808,325.835
2003-02-28,347.65,347.45,220.06,220.673,322.945,322.459
2003-03-03,348.45,345.5,221.168,218.976,322.729,319.759
2003-03-04,352.4,353.4,222.756,223.247,322.711,323.478
2003-03-05,354.5,353.95,222.536,221.426,323.154,323.094
2003-03-06,353.25,354.7,220.025,221.452,322.308,323.189
2003-03-07,356.6,350.75,222.25,218.808,323.388,317.795
2003-03-10,353.1,354.45,221.31,221.601,319.924,320.769
2003-03-11,353.15,348.7,220.457,217.191,319.304,316.138
2003-03-12,349.0,346.1,216.367,215.036,316.324,314.065
2003-03-13,342.9,334.5,213.578,208.23,314.011,307.926
2003-03-14,335.5,335.2,210.384,210.884,311.08,311.466
2003-03-17,340.5,340.75,215.166,215.392,315.278,315.948
2003-03-18,334.9,338.8,213.489,216.763,316.421,318.961
2003-03-19,339.0,335.8,217.545,214.62,318.759,316.942
2003-03-20,335.5,335.8,214.377,214.377,315.765,315.72
2003-03-21,332.55,333.5,212.818,212.718,313.963,315.814
2003-03-24,330.15,329.45,209.939,208.976,309.709,309.343
2003-03-25,333.0,331.9,211.16,210.797,310.982,310.332
2003-03-26,329.6,329.95,209.589,209.426,309.396,308.942
2003-03-27,333.15,332.75,211.793,211.673,310.485,310.256
2003-03-28,330.3,330.75,211.46,210.803,307.829,307.103
2003-03-31,335.35,334.85,212.449,211.997,308.311,307.484
2003-04-01,335.65,334.35,212.37,212.556,307.936,307.025
2003-04-02,330.25,329.3,210.283,209.585,305.053,304.288
2003-04-03,324.7,323.7,207.675,206.705,303.175,301.959
2003-04-04,323.2,323.8,206.478,207.205,301.212,302.25
2003-04-07,319.75,319.9,206.197,206.52,302.307,302.134
2003-04-08,322.3,323.4,207.44,208.175,301.074,302.526
2003-04-09,324.1,321.35,208.693,206.696,301.32,300.468
2003-04-10,325.1,324.6,207.864,206.633,301.437,300.834
2003-04-11,325.05,324.8,206.643,207.011,301.811,302.421
2003-04-14,325.6,325.95,206.73,206.992,302.884,302.422
2003-04-15,323.7,325.45,206.152,207.161,301.116,301.538
2003-04-16,323.85,324.1,205.75,205.778,298.892,298.847
2003-04-17,326.1,327.0,206.523,206.962,298.626,298.985
2003-04-22,333.25,334.9,211.654,212.096,304.032,304.843
2003-04-23,333.8,333.3,211.708,210.616,304.368,305.523
2003-04-24,332.0,333.7,208.674,209.532,301.325,302.923
2003-04-25,333.4,333.25,209.751,209.789,302.898,303.368
2003-04-28,333.75,332.6,209.025,208.815,302.584,301.678
2003-04-29,332.6,331.4,208.985,208.756,302.914,302.925
2003-04-30,336.0,336.75,210.592,210.798,302.022,302.099
2003-05-01,338.95,341.2,211.381,212.255,303.311,304.235
2003-05-02,341.25,340.5,212.286,211.951,303.603,303.341
2003-05-06,342.65,342.85,212.892,212.488,302.16,302.604
2003-05-07,343.0,341.85,213.308,213.991,301.141,300.395
2003-05-08,341.4,346.45,213.375,216.328,300.661,302.049
2003-05-09,348.7,347.9,217.53,216.895,303.217,303.128
2003-05-12,350.35,351.1,217.447,217.736,302.626,303.195
2003-05-13,350.75,350.4,218.101,217.883,305.0,304.299
2003-05-14,348.9,353.55,216.372,218.241,303.259,307.569
2003-05-15,353.85,354.25,218.561,218.471,308.5,309.119
2003-05-16,352.55,355.0,217.449,217.992,308.551,307.546
2003-05-19,359.75,359.0,220.071,219.237,307.085,306.707
2003-05-20,368.0,366.3,225.49,224.078,316.559,314.07
2003-05-21,364.9,367.8,222.094,223.451,311.348,314.091
2003-05-22,369.6,369.6,225.986,226.055,316.438,316.168
2003-05-23,369.7,370.5,225.207,226.26,313.438,314.219
2003-05-27,372.35,371.4,226.697,225.912,312.978,311.97
2003-05-28,364.55,359.5,222.558,219.945,309.203,306.062
2003-05-29,361.1,363.1,220.519,220.528,308.027,308.104
2003-05-30,365.8,361.4,221.63,220.5,308.692,307.182
2003-06-02,361.3,364.75,221.793,223.636,309.2,311.885
2003-06-03,365.3,365.0,222.88,223.255,311.026,310.903
2003-06-04,365.3,364.2,223.836,223.34,311.689,311.415
2003-06-05,362.6,366.75,221.232,221.494,310.047,310.017
2003-06-06,367.35,363.0,220.36,218.267,310.0,310.018
2003-06-09,362.8,362.75,219.546,219.809,309.161,308.408
2003-06-10,359.4,354.25,217.489,214.1,306.839,302.648
2003-06-11,354.15,354.25,212.894,212.507,302.227,301.156
2003-06-12,354.2,352.25,211.526,211.206,301.575,300.426
2003-06-13,353.95,353.05,211.693,211.597,300.212,299.271
2003-06-16,359.0,358.3,213.754,212.263,301.934,302.108
2003-06-17,359.75,362.75,213.692,214.937,304.1,307.647
2003-06-18,361.25,359.75,215.222,214.048,307.447,307.164
2003-06-19,356.45,357.65,212.552,214.034,305.703,307.497
2003-06-20,359.6,358.0,214.367,214.115,307.613,307.29
2003-06-23,356.05,355.0,214.643,213.341,308.536,308.026
2003-06-24,354.35,348.25,212.44,209.348,306.002,301.515
2003-06-25,347.85,348.1,208.994,207.945,302.032,301.046
2003-06-26,345.85,343.85,207.905,206.927,301.342,300.7
2003-06-27,343.5,345.5,207.616,209.394,300.788,301.984
2003-06-30,345.15,346.0,209.601,209.659,302.498,302.052
2003-07-01,348.55,350.2,210.452,210.647,301.958,302.549
2003-07-02,351.2,351.5,211.121,211.365,304.333,304.989
2003-07-03,349.6,349.4,210.387,209.535,305.274,304.223
2003-07-04,351.1,351.3,210.164,210.511,305.836,306.197
2003-07-07,350.25,348.15,211.248,211.026,307.696,306.605
2003-07-08,345.3,347.2,210.999,211.682,306.389,306.2
2003-07-09,345.45,344.15,211.777,211.135,304.495,303.537
2003-07-10,343.4,343.4,210.223,211.323,303.223,302.822
2003-07-11,344.2,343.7,210.456,210.304,303.661,303.971
2003-07-14,344.5,347.5,212.065,213.387,305.814,307.795
2003-07-15,348.5,348.25,216.258,216.439,308.216,307.451
2003-07-16,343.0,343.2,215.452,215.443,307.485,306.237
2003-07-17,344.6,342.5,215.942,215.653,306.72,306.405
2003-07-18,344.0,344.35,215.471,216.982,306.869,307.813
2003-07-21,347.8,350.0,219.156,219.573,308.06,309.433
2003-07-22,352.25,352.0,219.84,219.876,310.079,310.105
2003-07-23,352.2,354.75,220.015,220.89,309.327,310.558
2003-07-24,359.8,357.3,223.09,221.788,313.278,311.916
2003-07-25,361.1,363.0,223.246,224.143,314.082,314.613
2003-07-28,361.95,365.6,223.15,224.846,315.013,318.051
2003-07-29,364.0,363.5,223.725,223.417,316.935,315.483
2003-07-30,359.1,357.75,221.053,221.175,313.761,313.816
2003-07-31,355.75,354.75,220.757,220.712,313.989,314.774
2003-08-01,353.05,352.35,220.106,219.041,315.731,313.758
2003-08-04,348.95,347.5,216.605,215.597,308.778,306.843
2003-08-05,349.5,348.4,216.879,216.734,308.201,307.774
2003-08-06,352.65,352.0,218.224,218.132,309.342,309.124
2003-08-07,350.15,351.6,217.823,218.074,308.231,308.882
2003-08-08,353.5,353.95,219.293,219.64,311.591,312.125
2003-08-11,357.0,359.15,223.195,223.867,316.545,317.074
2003-08-12,360.0,360.1,224.201,224.571,317.572,318.673
2003-08-13,356.0,358.65,222.056,222.833,316.529,317.474
2003-08-14,362.25,363.6,224.86,226.401,319.868,322.055
2003-08-15,363.3,364.5,226.567,228.126,321.846,323.511
2003-08-18,361.3,360.25,226.449,226.146,321.728,321.939
2003-08-19,358.3,360.4,225.772,227.31,322.212,324.685
2003-08-20,362.2,363.7,227.37,228.025,325.719,326.628
2003-08-21,364.0,363.3,229.581,229.573,330.518,330.724
2003-08-22,360.75,358.75,228.612,228.285,330.055,330.493
2003-08-26,360.75,360.5,230.364,230.057,332.857,332.626
2003-08-27,364.3,371.25,231.891,235.939,334.312,340.128
2003-08-28,370.9,369.8,236.393,234.585,341.214,339.734
2003-08-29,371.0,375.6,234.469,237.767,339.837,342.451
2003-09-01,376.35,376.25,238.725,239.864,342.604,343.231
2003-09-02,375.5,373.7,239.706,237.798,345.86,343.632
2003-09-03,372.2,370.0,237.403,235.774,344.056,342.371
2003-09-04,373.0,370.75,236.75,234.875,343.842,340.857
2003-09-05,371.0,375.8,234.498,236.829,339.122,340.46
2003-09-08,376.4,374.65,236.923,236.298,339.926,338.529
2003-09-09,378.2,382.25,238.913,240.031,340.23,341.6
2003-09-10,381.15,380.0,239.491,238.499,340.191,338.832
2003-09-11,379.05,376.3,237.723,236.325,337.533,337.035
2003-09-12,377.5,378.25,236.974,235.773,338.11,334.794
2003-09-15,375.3,373.5,233.905,233.117,333.156,330.677
2003-09-16,374.9,374.6,234.415,235.154,333.008,333.541
2003-09-17,372.9,374.25,233.691,233.775,333.99,333.289
2003-09-18,376.95,378.3,233.652,233.735,334.531,334.779
2003-09-19,376.3,379.75,231.669,233.104,333.451,335.616
2003-09-22,386.2,385.5,234.487,234.019,336.499,335.86
2003-09-23,386.45,384.6,233.646,232.696,336.336,335.456
2003-09-24,385.25,385.0,232.625,232.769,335.876,336.245
2003-09-25,391.85,390.7,236.482,235.546,340.887,339.857
2003-09-26,384.1,382.7,231.525,230.195,334.728,333.072
2003-09-29,379.85,381.95,230.352,231.149,332.473,333.523
2003-09-30,384.5,388.0,229.854,231.919,328.97,331.199
2003-10-01,385.0,383.5,231.551,231.177,329.623,328.48
2003-10-02,385.15,382.2,230.836,228.931,328.486,327.226
2003-10-03,383.95,384.25,229.979,230.435,327.966,329.687
2003-10-06,372.75,371.3,224.143,222.429,321.891,319.151
2003-10-07,376.2,376.1,224.597,225.115,319.355,319.27
2003-10-08,376.6,375.25,226.363,225.714,319.153,317.444
2003-10-09,376.45,370.6,225.893,223.32,317.733,315.539
2003-10-10,370.35,372.3,222.74,223.135,315.379,315.375
2003-10-13,370.8,370.25,223.67,222.346,317.792,316.102
2003-10-14,373.65,373.95,225.226,224.73,320.18,320.163
2003-10-15,374.5,373.5,224.184,223.439,320.359,320.766
2003-10-16,371.2,373.4,221.93,222.328,319.175,319.883
2003-10-17,371.8,370.5,222.169,221.458,320.186,318.984
2003-10-20,371.45,373.8,221.431,223.297,318.322,320.858
2003-10-21,374.8,378.2,224.029,225.791,321.717,323.524
2003-10-22,381.55,384.75,226.978,227.892,326.502,327.224
2003-10-23,386.75,384.5,228.549,227.501,327.699,326.484
2003-10-24,384.6,388.25,226.929,228.584,326.43,328.385
2003-10-27,386.75,386.0,227.835,227.93,328.534,329.127
2003-10-28,386.55,384.4,228.188,227.187,329.54,328.912
2003-10-29,382.7,385.4,224.326,226.573,326.815,329.881
2003-10-30,391.0,386.5,229.865,226.952,334.274,330.54
2003-10-31,384.6,386.25,227.037,227.943,330.271,332.315
2003-11-03,383.25,383.25,226.106,226.306,330.816,331.159
2003-11-04,378.3,377.9,225.581,225.518,330.105,328.752
2003-11-05,382.15,378.75,227.877,226.119,333.319,330.497
2003-11-06,381.9,380.25,228.341,227.422,333.392,332.823
2003-11-07,381.0,378.95,228.898,227.666,333.362,331.83
2003-11-10,382.85,383.5,228.977,229.503,333.638,333.768
2003-11-11,386.4,387.8,231.682,232.913,336.058,336.924
2003-11-12,388.05,389.7,232.296,232.657,334.526,334.938
2003-11-13,395.5,395.4,234.997,234.45,338.381,337.372
2003-11-14,395.35,396.7,233.935,234.914,335.327,336.557
2003-11-17,398.0,393.7,235.197,232.876,336.774,333.955
2003-11-18,392.4,393.9,231.641,232.664,333.673,333.164
2003-11-19,397.15,395.15,233.645,232.619,332.761,331.641
2003-11-20,395.75,394.3,232.63,231.261,331.866,330.844
2003-11-21,393.85,395.5,231.296,231.734,331.524,331.656
2003-11-24,394.25,391.9,232.39,230.801,334.082,331.837
2003-11-25,391.5,391.75,230.565,230.645,332.343,331.57
2003-11-26,392.0,396.0,230.928,232.326,331.165,332.913
2003-11-27,396.25,395.45,231.05,230.852,332.704,332.451
2003-11-28,398.1,398.35,231.319,231.196,332.11,331.82
2003-12-01,398.75,400.25,231.468,232.069,332.07,333.181
2003-12-02,401.05,401.35,233.101,232.667,334.906,333.763
2003-12-03,403.3,401.8,233.216,232.564,333.444,332.341
2003-12-04,402.4,402.25,233.411,233.595,333.61,332.164
2003-12-05,402.0,402.4,233.49,233.275,332.919,331.958
2003-12-08,408.75,406.15,235.999,234.43,335.674,332.637
2003-12-09,408.25,407.75,234.492,233.735,332.912,332.993
2003-12-10,407.3,410.0,233.57,234.755,333.224,334.557
2003-12-11,404.0,404.1,231.811,231.709,332.155,332.456
2003-12-12,406.6,407.1,232.542,232.961,332.108,332.191
2003-12-15,404.5,407.5,232.271,233.124,330.744,331.624
2003-12-16,409.7,408.0,234.449,233.276,331.875,330.9
2003-12-17,407.5,408.25,232.591,231.763,330.361,329.766
2003-12-18,410.75,407.5,232.654,230.813,330.451,329.293
2003-12-19,408.75,409.75,231.455,231.825,329.239,330.177
2003-12-22,410.8,410.45,233.012,233.012,330.491,330.076
2003-12-23,409.6,409.25,232.2,232.067,330.189,330.04
2003-12-24,410.8,,232.682,,331.023,
2003-12-29,413.5,412.0,232.958,231.969,331.197,329.864
2003-12-30,415.6,416.25,234.18,233.809,332.32,332.335
2003-12-31,417.25,,234.147,,330.888,
2004-01-02,415.2,415.25,232.15,232.048,329.002,329.433
2004-01-05,417.75,420.6,232.277,232.955,329.716,331.965
2004-01-06,428.0,424.4,234.842,232.803,335.555,332.081
2004-01-07,420.65,421.75,231.686,231.794,332.057,332.217
2004-01-08,418.1,421.0,230.574,230.155,332.353,331.027
2004-01-09,422.8,423.35,230.396,229.707,331.92,330.226
2004-01-12,428.2,425.25,230.898,229.952,332.299,331.967
2004-01-13,424.5,425.5,230.206,230.174,333.072,333.307
2004-01-14,421.0,419.5,229.053,228.424,332.202,331.228
2004-01-15,415.5,412.5,227.422,226.238,328.51,326.992
2004-01-16,410.3,408.4,226.248,226.11,328.083,328.481
2004-01-19,407.1,406.6,227.519,227.596,328.837,328.752
2004-01-20,408.3,409.25,227.149,225.83,328.084,326.356
2004-01-21,411.25,407.6,224.702,222.915,325.691,323.62
2004-01-22,412.0,409.25,223.028,222.056,323.366,322.067
2004-01-23,411.4,409.0,222.559,222.949,322.54,322.301
2004-01-26,406.2,408.2,222.624,223.365,323.408,324.097
2004-01-27,404.0,405.7,223.823,223.465,323.848,322.624
2004-01-28,410.7,411.0,224.096,224.345,325.952,326.45
2004-01-29,410.15,405.7,224.494,222.973,327.727,326.099
2004-01-30,401.3,399.75,221.561,220.03,323.238,322.327
2004-02-02,401.85,398.35,220.373,218.549,322.434,319.754
2004-02-03,401.75,401.45,218.747,218.144,319.992,319.626
2004-02-04,399.6,399.25,217.529,217.896,318.533,318.992
2004-02-05,399.3,399.55,217.709,217.029,317.383,316.55
2004-02-06,396.4,404.25,216.081,218.809,316.361,318.182
2004-02-09,406.7,405.95,218.903,218.253,319.306,319.269
2004-02-10,408.35,408.55,218.521,218.593,319.773,320.935
2004-02-11,406.4,405.75,217.129,217.048,320.176,319.891
2004-02-12,411.4,411.6,217.27,217.72,320.98,321.186
2004-02-13,412.1,416.0,217.754,219.479,321.476,323.484
2004-02-16,410.7,411.7,217.647,217.773,321.991,322.169
2004-02-17,413.7,414.5,217.76,217.505,322.246,322.744
2004-02-18,415.9,414.5,217.43,217.38,322.478,322.568
2004-02-19,410.2,409.8,216.762,216.722,322.56,323.441
2004-02-20,408.25,405.25,216.486,216.076,322.218,320.787
2004-02-23,399.85,399.5,215.147,214.255,318.479,317.77
2004-02-24,401.45,402.25,214.164,213.52,318.864,318.261
2004-02-25,403.4,400.25,213.496,211.997,318.44,317.482
2004-02-26,395.05,393.25,212.107,210.994,317.948,315.711
2004-02-27,392.25,395.85,212.199,213.109,316.586,317.875
2004-03-01,398.5,400.0,213.421,213.652,319.439,320.384
2004-03-02,398.6,395.75,214.243,213.204,321.581,319.411
2004-03-03,390.35,390.5,212.806,213.458,321.408,321.531
2004-03-04,394.15,392.0,215.559,215.03,323.737,322.156
2004-03-05,393.5,399.25,216.138,216.103,322.382,321.509
2004-03-08,399.4,399.85,215.694,216.217,323.113,322.85
2004-03-09,401.2,401.5,218.221,218.444,324.071,323.712
2004-03-10,400.8,400.25,220.123,221.389,326.198,326.628
2004-03-11,397.4,398.45,221.171,221.3,325.391,324.788
2004-03-12,400.75,398.0,223.011,221.641,326.929,325.403
2004-03-15,399.0,398.1,220.466,221.487,324.364,325.112
2004-03-16,399.6,402.5,220.044,221.507,323.563,325.911
2004-03-17,402.0,402.75,222.136,222.121,328.003,329.583
2004-03-18,407.15,410.75,223.096,224.576,331.555,333.05
2004-03-19,411.0,412.0,224.003,224.462,332.578,333.468
2004-03-22,414.1,417.65,224.749,226.074,335.957,337.85
2004-03-23,415.2,416.25,225.163,225.671,337.15,338.828
2004-03-24,417.6,415.25,226.587,226.541,340.065,340.48
2004-03-25,416.6,416.1,230.357,230.067,342.881,342.328
2004-03-26,417.5,421.5,229.648,231.657,342.775,346.343
2004-03-29,420.9,421.25,232.093,231.265,347.249,346.537
2004-03-30,419.15,420.0,229.923,229.973,343.144,344.403
2004-03-31,423.0,423.7,230.581,230.836,345.729,345.962
2004-04-01,425.3,427.25,229.942,230.013,344.819,345.476
2004-04-02,426.1,419.0,230.076,228.862,345.72,343.922
2004-04-05,420.55,417.7,230.754,230.074,347.246,347.446
2004-04-06,416.95,418.5,227.345,227.842,344.587,346.44
2004-04-07,419.25,419.0,227.791,228.04,346.602,345.71
2004-04-08,422.0,419.5,229.211,228.673,347.182,347.354
2004-04-13,417.45,407.9,228.364,224.676,347.788,341.768
2004-04-14,405.75,397.75,224.543,222.393,340.337,334.3
2004-04-15,398.0,398.25,222.558,223.259,333.333,333.487
2004-04-16,399.75,400.85,222.95,222.942,333.681,333.903
2004-04-19,405.3,403.1,223.614,222.966,335.847,334.94
2004-04-20,398.8,396.85,222.47,221.729,334.564,333.768
2004-04-21,393.75,392.75,222.119,221.118,332.559,330.793
2004-04-22,391.35,392.3,221.352,221.576,330.532,330.191
2004-04-23,396.25,394.5,222.662,223.184,332.899,333.277
2004-04-26,396.5,397.0,222.753,222.409,334.967,334.598
2004-04-27,397.15,396.25,221.686,222.026,334.301,334.078
2004-04-28,396.75,392.25,221.995,220.241,332.677,330.566
2004-04-29,382.75,386.0,216.573,217.342,323.405,323.446
2004-04-30,387.3,388.5,218.863,218.688,324.399,324.426
2004-05-04,389.75,391.25,217.859,218.271,323.713,323.748
2004-05-05,394.3,392.55,219.177,218.813,324.207,323.086
2004-05-06,392.0,387.5,218.47,216.227,322.82,321.15
2004-05-07,386.85,380.8,215.587,212.714,320.665,318.821
2004-05-10,374.1,375.0,210.583,211.399,316.096,317.178
2004-05-11,378.0,375.25,214.529,213.635,319.392,317.685
2004-05-12,381.15,382.2,215.23,214.816,320.725,320.315
2004-05-13,375.5,375.15,212.688,212.694,316.691,317.225
2004-05-14,373.5,376.5,213.321,213.617,316.525,316.786
2004-05-17,380.8,382.95,215.19,216.051,316.595,317.906
2004-05-18,379.0,377.7,214.634,213.426,315.807,315.407
2004-05-19,380.2,380.75,213.164,213.796,316.939,316.975
2004-05-20,380.45,379.5,215.394,213.923,318.848,317.733
2004-05-21,382.25,385.3,213.19,215.131,317.352,320.256
2004-05-24,383.85,384.0,214.789,214.417,321.267,320.99
2004-05-25,387.6,388.9,214.796,214.613,321.207,320.875
2004-05-26,390.5,389.65,214.974,214.376,322.381,321.777
2004-05-27,391.45,393.6,214.317,214.765,322.022,321.674
2004-05-28,393.85,393.25,214.808,214.223,321.615,321.677
2004-06-01,395.85,397.2,215.393,216.199,323.196,325.227
2004-06-02,395.85,394.85,214.704,213.907,322.774,321.408
2004-06-03,391.4,390.35,213.437,212.539,320.033,319.2
2004-06-04,388.1,388.3,211.062,211.239,317.75,317.628
2004-06-07,393.45,393.6,213.89,214.134,319.307,319.403
2004-06-08,394.95,392.35,214.135,213.733,320.42,319.842
2004-06-09,389.3,386.85,211.622,211.336,318.342,318.028
2004-06-10,384.25,384.95,210.042,210.724,318.562,319.249
2004-06-11,384.55,384.85,210.828,211.363,320.032,320.228
2004-06-14,382.9,385.1,211.687,212.153,319.403,319.082
2004-06-15,382.3,386.5,210.75,211.932,317.499,318.868
2004-06-16,387.75,385.25,211.885,210.393,320.455,319.763
2004-06-17,386.0,386.1,210.618,210.845,320.59,321.429
2004-06-18,388.7,395.1,212.254,214.962,323.62,326.125
2004-06-21,393.85,395.25,214.972,216.137,325.63,327.112
2004-06-22,394.6,395.75,216.754,217.206,326.548,327.039
2004-06-23,395.25,393.9,217.745,216.738,326.222,326.211
2004-06-24,396.75,400.0,218.294,219.66,327.46,328.65
2004-06-25,401.15,401.5,220.243,220.386,330.654,330.317
2004-06-28,401.7,404.25,220.037,220.648,330.536,331.0
2004-06-29,396.75,394.4,217.851,217.961,326.248,325.386
2004-06-30,393.75,395.8,217.626,217.964,324.689,324.932
2004-07-01,394.5,394.8,217.188,217.365,324.424,324.378
2004-07-02,394.7,397.75,216.964,217.373,324.93,323.374
2004-07-05,398.4,398.25,217.467,217.433,324.192,324.123
2004-07-06,398.4,394.5,217.349,214.123,324.14,321.123
2004-07-07,397.35,399.65,214.436,215.596,321.273,322.949
2004-07-08,402.2,405.35,217.405,218.4,325.615,327.159
2004-07-09,406.6,406.5,219.594,219.516,328.274,328.379
2004-07-12,408.55,406.35,219.05,218.139,328.601,327.834
2004-07-13,404.25,400.9,217.549,216.014,326.693,325.406
2004-07-14,403.3,403.8,217.131,217.295,326.057,325.514
2004-07-15,403.9,403.15,218.313,217.601,327.045,325.857
2004-07-16,403.7,406.3,217.511,216.809,326.512,326.241
2004-07-19,406.95,406.35,217.679,217.183,327.552,327.069
2004-07-20,405.5,400.0,217.835,216.041,326.227,323.625
2004-07-21,401.1,398.5,216.577,216.458,325.067,324.696
2004-07-22,395.0,397.75,214.557,215.443,322.265,324.112
2004-07-23,392.85,391.5,213.854,213.084,322.008,321.613
